2025-03-06 19:31:06,780 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-03-06 19:36:30,867 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [1] totalSaved [1] totalFailed [0]
2025-03-06 19:36:30,893 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [1] totalSaved [1] totalFailed [0]
2025-03-06 19:36:40,866 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [9] totalSaved [9] totalFailed [0]
2025-03-06 19:36:40,868 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:36:40,892 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [9] totalSaved [9] totalFailed [0]
2025-03-06 19:36:40,893 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:37:29,173 [TB-Scheduling-5] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2025-03-06 19:37:40,862 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [9] totalSaved [9] totalFailed [0]
2025-03-06 19:37:40,864 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:37:40,888 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [9] totalSaved [9] totalFailed [0]
2025-03-06 19:37:40,888 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:38:29,171 [TB-Scheduling-1] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2025-03-06 19:38:40,859 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [9] totalSaved [9] totalFailed [0]
2025-03-06 19:38:40,860 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:38:40,885 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [9] totalSaved [9] totalFailed [0]
2025-03-06 19:38:40,886 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:39:29,169 [TB-Scheduling-7] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2025-03-06 19:39:40,856 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [9] totalSaved [9] totalFailed [0]
2025-03-06 19:39:40,858 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:39:40,882 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [9] totalSaved [9] totalFailed [0]
2025-03-06 19:39:40,883 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:40:29,168 [TB-Scheduling-4] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2025-03-06 19:40:40,853 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [9] totalSaved [9] totalFailed [0]
2025-03-06 19:40:40,854 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:40:40,879 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [9] totalSaved [9] totalFailed [0]
2025-03-06 19:40:40,881 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:41:11,339 [tb-rule-engine-consumer-60-thread-7 | QK(Main,TB_RULE_ENGINE,system)-9] INFO  o.t.s.s.q.r.TbRuleEngineQueueConsumerManager - [QK(Main,TB_RULE_ENGINE,system)] Failed to process [2] messages
2025-03-06 19:41:11,340 [tb-rule-engine-consumer-60-thread-7 | QK(Main,TB_RULE_ENGINE,system)-9] INFO  o.t.s.s.q.r.TbRuleEngineQueueConsumerManager - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59] Failed to process message: TbMsg(queueName=Main, id=68524346-15f8-4cc8-994d-d0ed38ef1fee, ts=1741290071278, type=CONNECT_EVENT, internalType=CONNECT_EVENT, originator=7acbb1b0-f9f8-11ef-a321-6b0029c7b9bb, customerId=null, metaData=TbMsgMetaData(data={deviceType=default, scope=SERVER_SCOPE, deviceLabel=, deviceName=Culture Imager}), dataType=JSON, data={"lastConnectTime":1741290071277,"lastActivityTime":1741289589212,"lastDisconnectTime":1741289589214,"lastInactivityAlarmTime":1741289489703,"inactivityTimeout":600000}, ruleChainId=null, ruleNodeId=null, correlationId=null, partition=null, ctx=org.thingsboard.server.common.msg.TbMsgProcessingCtx@39ca0579, callback=org.thingsboard.server.common.msg.queue.TbMsgCallback$1@1326172), Last Rule Node: [RuleChain: Culture Imager Rule Chain|RuleNode: Save Timeseries(c2d741a0-f9f7-11ef-a321-6b0029c7b9bb)]
2025-03-06 19:41:16,308 [NotificationExecutorService-0-5] INFO  o.t.s.s.n.DefaultNotificationCenter - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59][f7fdcea0-fac2-11ef-96fc-c74c41b01fd7] Notification request processing finished in 6 ms (sent: 1)
2025-03-06 19:41:16,400 [tb-rule-engine-consumer-60-thread-7 | QK(Main,TB_RULE_ENGINE,system)-9] INFO  o.t.s.s.q.r.TbRuleEngineQueueConsumerManager - [QK(Main,TB_RULE_ENGINE,system)] Failed to process [1] messages
2025-03-06 19:41:16,401 [tb-rule-engine-consumer-60-thread-7 | QK(Main,TB_RULE_ENGINE,system)-9] INFO  o.t.s.s.q.r.TbRuleEngineQueueConsumerManager - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59] Failed to process message: TbMsg(queueName=Main, id=ba014dee-8eb3-4c45-8b22-202c7648bb3c, ts=1741290076294, type=ALARM_CLEAR, internalType=ALARM_CLEAR, originator=7acbb1b0-f9f8-11ef-a321-6b0029c7b9bb, customerId=null, metaData=TbMsgMetaData(data={ruleNodeId=c2d87a20-f9f7-11ef-a321-6b0029c7b9bb}), dataType=JSON, data={"id":{"entityType":"ALARM","id":"63b887be-5cda-4c82-a378-bb27149d6017"},"createdTime":1741289584237,"tenantId":{"entityType":"TENANT","id":"56c871f0-f9f7-11ef-a087-d5dfd40a9d59"},"customerId":null,"type":"Culture in Low Health","originator":{"entityType":"DEVICE","id":"7acbb1b0-f9f8-11ef-a321-6b0029c7b9bb"},"severity":"CRITICAL","acknowledged":false,"cleared":true,"assigneeId":null,"startTs":1741289584163,"endTs":1741290071323,"ackTs":0,"clearTs":1741290076289,"assignTs":0,"propagate":false,"propagateToOwner":false,"propagateToTenant":false,"propagateRelationTypes":[],"originatorName":"Culture Imager","originatorLabel":"Culture Imager","assignee":null,"name":"Culture in Low Health","status":"CLEARED_UNACK","details":{}}, ruleChainId=null, ruleNodeId=null, correlationId=null, partition=null, ctx=org.thingsboard.server.common.msg.TbMsgProcessingCtx@7a4429ac, callback=org.thingsboard.server.common.msg.queue.TbMsgCallback$1@1326172), Last Rule Node: [RuleChain: Culture Imager Rule Chain|RuleNode: Save Timeseries(c2d741a0-f9f7-11ef-a321-6b0029c7b9bb)]
2025-03-06 19:41:19,177 [TB-Scheduling-7] INFO  o.t.server.actors.ActorSystemContext - Rule Engine JS Invoke Stats: requests [4] responses [4] failures [0]
2025-03-06 19:41:20,550 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [Attributes] queueSize [0] totalAdded [3] totalSaved [3] totalFailed [0]
2025-03-06 19:41:20,852 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [22] totalSaved [22] totalFailed [0]
2025-03-06 19:41:20,853 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [10] totalSaved [10] totalFailed [0]
2025-03-06 19:41:20,877 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [22] totalSaved [22] totalFailed [0]
2025-03-06 19:41:20,878 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [10] totalSaved [10] totalFailed [0]
2025-03-06 19:41:24,325 [tb-rule-engine-consumer-60-thread-7 | QK(Main,TB_RULE_ENGINE,system)-9] INFO  o.t.s.s.q.r.TbRuleEngineQueueConsumerManager - [QK(Main,TB_RULE_ENGINE,system)] Failed to process [1] messages
2025-03-06 19:41:24,326 [tb-rule-engine-consumer-60-thread-7 | QK(Main,TB_RULE_ENGINE,system)-9] INFO  o.t.s.s.q.r.TbRuleEngineQueueConsumerManager - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59] Failed to process message: TbMsg(queueName=Main, id=c611f71e-2016-49f9-901b-f4aeeaf0aedc, ts=1741290084302, type=DISCONNECT_EVENT, internalType=DISCONNECT_EVENT, originator=7acbb1b0-f9f8-11ef-a321-6b0029c7b9bb, customerId=null, metaData=TbMsgMetaData(data={deviceType=default, scope=SERVER_SCOPE, deviceLabel=, deviceName=Culture Imager}), dataType=JSON, data={"active":true,"lastConnectTime":1741290071277,"lastActivityTime":1741290081258,"lastDisconnectTime":1741290084302,"lastInactivityAlarmTime":1741289489703,"inactivityTimeout":600000}, ruleChainId=null, ruleNodeId=null, correlationId=null, partition=null, ctx=org.thingsboard.server.common.msg.TbMsgProcessingCtx@6649d496, callback=org.thingsboard.server.common.msg.queue.TbMsgCallback$1@1326172), Last Rule Node: [RuleChain: Culture Imager Rule Chain|RuleNode: Save Timeseries(c2d741a0-f9f7-11ef-a321-6b0029c7b9bb)]
2025-03-06 19:41:29,156 [TB-Scheduling-1] INFO  o.t.s.s.queue.EdgeConsumerStats - Edge Stats: totalMsgs = [1] edgeNfs = [1] coreNfEdgeHPUpd = [0] coreNfEdgeUpd = [0] coreNfEdgeSyncReq = [0] coreNfEdgeSyncResp = [0] coreNfEdgeCompLfcl = [0] 
2025-03-06 19:41:29,157 [TB-Scheduling-1] INFO  o.t.s.s.queue.TbCoreConsumerStats - Core Stats: totalMsgs = [6] sessionEvents = [2] getAttr = [0] subToAttr = [0] subToRpc = [0] toDevRpc = [0] subInfo = [4] claimDevice = [0] deviceState = [0] subMsgs = [0] deviceConnect = [0] deviceActivity = [0] deviceDisconnect = [0] deviceInactivity = [0] coreNfOther = [0] coreNfCompLfcl = [0] coreNfDevRpcRsp = [0] coreNfNfRlProc = [0] coreNfQueueUpd = [0] coreNfQueueDel = [0] coreNfSubSvc = [0] coreNfSubMgr = [0] coreNfVCRsp = [0] 
2025-03-06 19:41:29,159 [TB-Scheduling-5] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - Total timing statistics below:
2025-03-06 19:41:29,160 [TB-Scheduling-5] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59]: calls: 11, failures: 0, exec time: 21 
2025-03-06 19:41:29,160 [TB-Scheduling-5] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59] Top 3 methods by timing:
2025-03-06 19:41:29,160 [TB-Scheduling-5] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59]: method: JpaAlarmDao.findLatestActiveByOriginatorAndType(..), calls: 3, failures: 0, exec time: 5
2025-03-06 19:41:29,161 [TB-Scheduling-5] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59]: method: JpaAlarmDao.clearAlarm(..), calls: 1, failures: 0, exec time: 4
2025-03-06 19:41:29,161 [TB-Scheduling-5] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [56c871f0-f9f7-11ef-a087-d5dfd40a9d59]: method: JpaAbstractDao.findById(..), calls: 2, failures: 0, exec time: 3
2025-03-06 19:41:29,166 [TB-Scheduling-2] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2025-03-06 19:41:29,178 [TB-Scheduling-8] INFO  o.t.server.actors.ActorSystemContext - Rule Engine JS Invoke Stats: requests [1] responses [1] failures [0]
2025-03-06 19:41:29,243 [TB-Scheduling-1] INFO  o.t.s.s.q.TbRuleEngineConsumerStats - [Main] Stats: totalMsgs = [11] successfulMsgs = [7] timeoutMsgs = [0] failedMsgs = [4] tmpTimeout = [0] tmpFailed = [0] successfulIterations = [5] failedIterations = [3] 
2025-03-06 19:41:30,550 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [Attributes] queueSize [0] totalAdded [3] totalSaved [3] totalFailed [0]
2025-03-06 19:41:30,852 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [16] totalSaved [16] totalFailed [0]
2025-03-06 19:41:30,853 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [17] totalSaved [17] totalFailed [0]
2025-03-06 19:41:30,877 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [16] totalSaved [16] totalFailed [0]
2025-03-06 19:41:30,878 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [17] totalSaved [17] totalFailed [0]
2025-03-06 19:41:40,850 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [9] totalSaved [9] totalFailed [0]
2025-03-06 19:41:40,851 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:41:40,876 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [9] totalSaved [9] totalFailed [0]
2025-03-06 19:41:40,876 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:42:29,158 [TB-Scheduling-6] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2025-03-06 19:42:40,847 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:42:40,848 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:42:40,872 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:42:40,873 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:42:50,847 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2025-03-06 19:42:50,872 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2025-03-06 19:43:29,162 [TB-Scheduling-7] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2025-03-06 19:43:40,844 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:43:40,845 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:43:40,869 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:43:40,870 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2025-03-06 19:43:50,844 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2025-03-06 19:43:50,869 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
